nconst,primaryName,birthYear,deathYear,primaryProfession
nm0048589,Joe Baker,1928,2001,"actor,writer"
nm0300265,Mike Gabriel,1954,\N,"art_department,animation_department,miscellaneous"
nm0325196,Eric Goldberg,1955,\N,"animation_department,director,writer"
nm0082772,Carl Binder,\N,\N,"producer,writer,miscellaneous"
nm0335666,Susannah Grant,1963,\N,"writer,producer,miscellaneous"
nm0493857,Philip LaZebnik,1953,\N,"writer,producer,miscellaneous"
nm0232364,John Dondertman,\N,\N,"production_designer,art_department,art_director"
nm0124481,Pascale Bussières,1968,\N,"actress,writer,soundtrack"
nm0006692,Rachael Crawford,1969,\N,actress
nm0001089,Henry Czerny,1959,\N,actor
nm0288944,David Fox,1941,2021,"actor,writer,camera_department"
nm0005390,Patricia Rozema,1958,\N,"director,writer,producer"
nm0871009,Barbara Tranter,\N,\N,"producer,director,writer"
nm0053427,Lesley Barber,1968,\N,"music_department,composer,soundtrack"
nm0462288,Douglas Koch,\N,\N,"cinematographer,camera_department,actor"
nm0794156,Susan Shipton,1958,\N,"editor,editorial_department,sound_department"
nm0191896,Howard Cummings,\N,\N,"production_designer,producer,art_director"
nm0000321,Gabriel Byrne,1950,\N,"actor,producer,writer"
nm0001590,Chazz Palminteri,1952,\N,"actor,writer,producer"
nm0000286,Stephen Baldwin,1966,\N,"actor,producer,director"
nm0001741,Bryan Singer,1965,\N,"producer,director,actor"
nm0003160,Christopher McQuarrie,1968,\N,"writer,producer,director"
nm0568120,Michael McDonnell,\N,\N,"producer,assistant_director,miscellaneous"
nm0653211,John Ottman,1964,\N,"composer,music_department,soundtrack"
nm0005875,Newton Thomas Sigel,1955,\N,"cinematographer,camera_department,director"
nm0000095,Woody Allen,1935,\N,"writer,director,actor"
nm0000227,Mira Sorvino,1967,\N,"actress,producer,soundtrack"
nm0086322,Pamela Blair,1949,2023,"actress,soundtrack"
nm0147503,Rene Ceballos,1953,\N,actress
nm0339086,Robert Greenhut,1942,\N,"producer,production_manager,miscellaneous"
nm0005688,Carlo Di Palma,1925,2004,"cinematographer,camera_department,director"
nm0607673,Susan E. Morse,1952,\N,"editor,editorial_department,music_department"
nm0520288,Santo Loquasto,1944,\N,"production_designer,costume_designer,art_department"
nm0006228,Franco Piersanti,1950,\N,"composer,music_department,soundtrack"
nm0516272,Enrico Lo Verso,1964,\N,actor
nm0686375,Michele Placido,1946,\N,"actor,director,writer"
nm0587549,Piro Milkani,1939,\N,"director,cinematographer,writer"
nm0224076,Carmelo Di Mazzarelli,1918,2010,actor
nm0002167,Gianni Amelio,1945,\N,"director,writer,assistant_director"
nm0691794,Andrea Porporati,1964,\N,"writer,director,producer"
nm0785258,Alessandro Sermoneta,\N,\N,"writer,assistant_director"
nm0147601,Mario Cecchi Gori,1920,1993,"producer,writer,actor"
nm0147603,Vittorio Cecchi Gori,1942,\N,"producer,miscellaneous,actor"
nm0757136,Evelyn Sakash,\N,2020,"production_designer,art_department,art_director"
nm0001882,Olivia d'Abo,1969,\N,"actress,soundtrack,music_department"
nm0761587,Jay O. Sanders,1953,\N,"actor,miscellaneous"
nm0856012,John Terry,1950,\N,actor
nm0805965,Holly Goldberg Sloan,1958,\N,"writer,producer,director"
nm0006055,Randy Edelman,1947,\N,"music_department,soundtrack,composer"
nm0005659,Ralf D. Bode,1941,2001,"cinematographer,camera_department,actor"
nm0511219,John F. Link,\N,\N,"editor,editorial_department,producer"
nm0000492,Jennifer Jason Leigh,1962,\N,"actress,producer,soundtrack"
nm0001858,Mare Winningham,1959,\N,"actress,soundtrack"
nm0505971,Ted Levine,1957,\N,"actor,soundtrack"
nm0001611,Max Perlich,1968,\N,"actor,miscellaneous"
nm0343260,Ulu Grosbard,1929,2012,"production_manager,director,assistant_director"
nm0193009,Barbara Turner,1936,2016,"actress,writer,producer"
nm0452654,Jan Kiesser,\N,\N,"cinematographer,camera_department,director"
nm0459703,Elizabeth Kling,\N,\N,"editor,producer,editorial_department"
nm0169555,Lester Cohen,\N,\N,"production_designer,actor,art_department"
nm0005759,Lajos Koltai,1946,\N,"cinematographer,director,camera_department"
nm0001164,Charles Durning,1923,2012,"actor,soundtrack,miscellaneous"
nm0000149,Jodie Foster,1962,\N,"actress,director,producer"
nm0705331,Chris Radant,\N,\N,writer
nm0725379,W.D. Richter,1945,\N,"writer,producer,director"
nm0707475,Peggy Rajski,1953,\N,"producer,production_manager,director"
nm0006142,Mark Isham,1951,\N,"composer,music_department,soundtrack"
nm0873385,Massimo Troisi,1953,1994,"actor,writer,director"
nm0634159,Philippe Noiret,1930,2006,"actor,soundtrack,miscellaneous"
nm0002029,Maria Grazia Cucinotta,1968,\N,"actress,producer,director"
nm0769237,Renato Scarpa,1939,2021,"actor,miscellaneous"
nm0705535,Michael Radford,1946,\N,"director,writer,producer"
nm0805073,Antonio Skármeta,1940,\N,"writer,actor,director"
nm0769249,Furio Scarpelli,1919,2010,"writer,miscellaneous,director"
nm0769250,Giacomo Scarpelli,\N,\N,"writer,director,cinematographer"
nm0667657,Anna Pavignano,\N,\N,writer
nm0823661,Jane Startz,\N,\N,"producer,miscellaneous,writer"
nm0769136,Hal Scardino,1984,\N,"actor,producer"
nm0514342,Litefoot,1968,\N,"actor,producer,director"
nm0001080,Lindsay Crouse,1948,\N,"actress,soundtrack,miscellaneous"
nm0420955,Richard Jenkins,1947,\N,"actor,producer,soundtrack"
nm0000568,Frank Oz,1944,\N,"actor,miscellaneous,soundtrack"
nm0052209,Lynne Reid Banks,1929,\N,"writer,producer"
nm0558953,Melissa Mathison,1950,2015,"writer,producer,miscellaneous"
nm0005086,Kathleen Kennedy,1953,\N,"producer,miscellaneous,executive"
nm0550881,Frank Marshall,1946,\N,"producer,miscellaneous,director"
nm0006133,James Newton Howard,1951,\N,"music_department,composer,soundtrack"
nm0000398,Sally Field,1946,\N,"actress,producer,soundtrack"
nm0000662,Kiefer Sutherland,1966,\N,"actor,producer,miscellaneous"
nm0122466,Olivia Burnette,1977,\N,"actress,producer"
nm0772259,John Schlesinger,1926,2003,"actor,director,assistant_director"
nm0392788,Erika Holzer,1935,\N,"writer,editorial_department,producer"
nm0798646,Amanda Silver,1963,\N,"writer,producer,actress"
nm0415425,Rick Jaffa,1956,\N,"writer,producer,actor"
nm0506548,Michael I. Levy,\N,\N,"producer,miscellaneous,executive"
nm0004383,Michael Kamen,1948,2003,"soundtrack,music_department,composer"
nm0000377,Richard Dreyfuss,1947,\N,"actor,producer,soundtrack"
nm0000444,Glenne Headly,1955,2017,actress
nm0858988,Jay Thomas,1948,2017,"actor,writer,producer"
nm0001156,Olympia Dukakis,1931,2021,"actress,producer"
nm0378893,Stephen Herek,1958,\N,"producer,director,editorial_department"
nm0242059,Patrick Sheane Duncan,1947,\N,"writer,producer,director"
nm0181202,Robert W. Cort,\N,\N,"producer,executive"
nm0276059,Ted Field,1953,\N,"producer,actor,miscellaneous"
nm0634445,Michael Nolin,1948,\N,"producer,writer,director"
nm0367630,Marshall Harvey,\N,\N,"editor,director,actor"
nm0915465,Shawn Wayans,1971,\N,"actor,writer,music_department"
nm0005541,Marlon Wayans,1972,\N,"actor,writer,soundtrack"
nm0005540,Keenen Ivory Wayans,1958,\N,"writer,producer,actor"
nm0429385,Tracey Cherelle Jones,1970,\N,"actress,producer"
nm0054077,Paris Barclay,\N,\N,"producer,director,writer"
nm0064556,Phil Beauman,\N,\N,"writer,producer,miscellaneous"
nm0324970,Eric L. Gold,1956,\N,"producer,production_manager,miscellaneous"
nm0055649,John Barnes,\N,\N,"composer,music_department,soundtrack"
nm0104996,Russ Brandt,\N,\N,"camera_department,cinematographer,director"
nm0597232,Paddy Moloney,1938,2021,"composer,soundtrack,music_department"
nm0000113,Sandra Bullock,1964,\N,"producer,actress,soundtrack"
nm0001459,Denis Leary,1957,\N,"writer,actor,producer"
nm0226820,Stephen Dillane,1957,\N,"actor,soundtrack"
nm0001433,Yaphet Kotto,1939,2021,"actor,writer,director"
nm0071611,Bill Bennett,1953,\N,"director,writer,producer"
nm0035836,Mike Armstrong,\N,\N,"writer,producer"
nm0501181,Ann Leary,1962,\N,writer
nm0322684,Nick Glennie-Smith,1951,\N,"music_department,composer,soundtrack"
nm0545085,Scott Marcano,\N,\N,"writer,director,producer"
nm0001736,Pauly Shore,1968,\N,"actor,writer,producer"
nm0040472,William Atherton,\N,\N,"actor,soundtrack,producer"
nm0236225,Denise Dowse,1958,2022,"actress,miscellaneous,director"
nm0089176,Jason Bloom,\N,\N,"director,producer,cinematographer"
nm0498963,Adam Leff,\N,\N,"writer,producer"
nm0669692,Mitchell Peck,\N,\N,"producer,writer,miscellaneous"
nm0089820,Jason Blumenthal,\N,\N,"producer,writer,executive"
nm0462835,Kip Koenig,\N,\N,"producer,writer,director"
nm0751505,Ward Russell,\N,\N,"camera_department,cinematographer"
nm0000920,Patrick Bergin,1951,\N,"actor,soundtrack,producer"
nm0001242,Matt Frewer,1958,\N,"actor,soundtrack,writer"
nm0639432,Austin O'Brien,1981,\N,"actor,producer"
nm0693531,Ely Pouget,1960,\N,"actress,producer,soundtrack"
nm0542752,Farhad Mann,\N,\N,"director,producer,writer"
nm0591160,Michael Miner,\N,\N,"writer,miscellaneous,director"
nm0289092,Keith Fox,\N,\N,producer
nm0800692,Edward Simons,1945,\N,"producer,miscellaneous,writer"
nm0581000,Claudine Merlin,1929,2014,"editor,editorial_department,assistant_director"
nm0000721,Victoria Abril,1959,\N,"actress,soundtrack"
nm0001929,Josiane Balasko,1950,\N,"actress,writer,director"
nm0149260,Alain Chabat,1958,\N,"writer,actor,producer"
nm0390458,Ticky Holgado,1944,2004,actor
nm0095579,Telsche Boorman,1959,1996,"writer,actress,miscellaneous"
nm0041462,Patrick Aubrée,1938,2022,"script_department,assistant_director,miscellaneous"
nm0001945,Claude Berri,1934,2009,"producer,actor,writer"
nm0540652,Manuel Malou,\N,\N,"soundtrack,composer,music_department"
nm0061434,Gérard de Battista,1946,\N,"cinematographer,camera_department"
nm0068684,Bruce Bellamy,\N,\N,"art_department,camera_department,art_director"
nm0001084,Ice Cube,1969,\N,"music_artist,soundtrack,actor"
nm0000505,Nia Long,1970,\N,"actress,producer,soundtrack"
nm0001474,Tom Lister Jr.,1958,2020,"actor,producer"
nm0336620,F. Gary Gray,1969,\N,"director,producer,actor"
nm0690770,DJ Pooh,\N,\N,"writer,miscellaneous,actor"
nm0152788,Patricia Charbonnet,\N,\N,producer
nm0006685,Gerry Lively,\N,\N,"cinematographer,camera_department,director"
nm0141713,John Carter,1922,2018,"editor,editorial_department,director"
nm0622897,Guillermo Navarro,1955,\N,"cinematographer,director,producer"
nm0000172,Harvey Keitel,1939,\N,"actor,producer,soundtrack"
nm0000123,George Clooney,1961,\N,"actor,producer,director"
nm0000496,Juliette Lewis,1973,\N,"actress,soundtrack,director"
nm0476071,Robert Kurtzman,1964,\N,"make_up_department,special_effects,writer"
nm0638089,Gianni Nunnari,\N,\N,"producer,executive"
nm0855283,Meir Teper,\N,\N,"producer,actor"
nm0006251,Graeme Revell,1955,\N,"composer,music_department,soundtrack"
nm0100904,Richard Bowen,1951,2021,"cinematographer,camera_department,producer"
nm0000287,William Baldwin,1963,\N,"actor,producer,stunts"
nm0000340,Cindy Crawford,1966,\N,"actress,soundtrack,producer"
nm0000925,Steven Berkoff,1937,\N,"actor,writer,director"
nm0001520,Christopher McDonald,\N,\N,"actor,producer,soundtrack"
nm0802617,Andrew Sipes,\N,\N,"writer,director"
nm0331514,Paula Gosling,1939,\N,writer
nm0281969,Charlie Fletcher,\N,\N,"writer,producer"
nm0005428,Joel Silver,1952,\N,"producer,actor,miscellaneous"
nm0006183,Mark Mancina,1957,\N,"music_department,soundtrack,composer"
nm0317004,J. Kathleen Gibson,\N,\N,"editor,editorial_department,producer"
nm0357979,Josh Hamilton,1969,\N,"actor,producer"
nm0000655,Eric Stoltz,1961,\N,"actor,producer,director"
nm0332489,Samuel Gould,1973,\N,actor
nm0446070,Catherine Kellner,1970,\N,"actress,producer"
nm0000876,Noah Baumbach,1969,\N,"writer,director,producer"
nm0075427,Bo Berkman,\N,\N,"actor,writer"
nm0145338,Joel Kastelberg,\N,\N,"producer,actor"
nm0551108,Phil Marshall,\N,\N,"composer,music_department,soundtrack"
nm0077149,Steven Bernstein,\N,\N,"cinematographer,camera_department,director"
nm0006166,Michel Legrand,1932,2019,"composer,soundtrack,music_department"
nm0000901,Jean-Paul Belmondo,1933,2021,"actor,producer,stunts"
nm0099378,Michel Boujenah,1952,\N,"actor,writer,director"
nm0553402,Alessandra Martines,1963,\N,actress
nm0500992,Salomé Lelouch,1983,\N,actress
nm0500988,Claude Lelouch,1937,\N,"director,writer,producer"
nm0401076,Victor Hugo,1802,1885,"writer,soundtrack,art_department"
nm0053334,Didier Barbelivien,1954,\N,"soundtrack,music_department,composer"
nm0073368,Erik Berchot,\N,\N,"actor,composer,music_department"
nm0006162,Francis Lai,1932,2018,"music_department,soundtrack,composer"
nm0475957,Jane Kurson,\N,\N,"editor,editorial_department"
nm0000225,Christian Slater,1969,\N,"actor,producer,soundtrack"
nm0000524,Mary Stuart Masterson,1966,\N,"actress,producer,director"
nm0781899,Pamela Adlon,1966,\N,"actress,producer,writer"
nm0000982,Josh Brolin,1968,\N,"actor,producer,director"
nm0325533,Michael Goldenberg,1965,\N,"writer,director,producer"
nm0591051,Allan Mindel,\N,\N,"manager,producer,director"
nm0789688,Denise Shaw,\N,\N,producer
nm0006016,Michael Convertino,1952,\N,"composer,music_department,soundtrack"
nm0453981,Adam Kimmel,1960,\N,"cinematographer,camera_department,actor"
nm0628056,David Newman,1954,\N,"music_department,composer,soundtrack"
nm0001548,Rick Moranis,1953,\N,"actor,writer,producer"
nm0000792,Tom Arnold,1959,\N,"actor,producer,writer"
nm0680541,Julianne Phillips,1960,\N,actress
nm0001406,Carol Kane,1952,\N,"actress,soundtrack,producer"
nm0591171,Steve Miner,1951,\N,"director,producer,actor"
nm0287811,Gary Foster,1961,\N,"producer,miscellaneous,actor"
nm0723676,Lee Rich,1918,2012,"producer,production_manager"
nm0077686,Tom Berry,\N,\N,"producer,actor,writer"
nm0000693,Peter Weller,1947,\N,"actor,director,soundtrack"
nm0001163,Roy Dupuis,1963,\N,"actor,producer,director"
nm0748075,Jennifer Rubin,1962,\N,"actress,producer"
nm0490774,Andy Lauer,1965,\N,"actor,director,producer"
nm0240995,Christian Duguay,1957,\N,"director,assistant_director,camera_department"
nm0001140,Philip K. Dick,1928,1982,"writer,actor"
nm0639321,Dan O'Bannon,1946,2009,"writer,miscellaneous,actor"
nm0854185,Miguel Tejada-Flores,1951,\N,"writer,producer,miscellaneous"
nm0061432,Franco Battista,\N,\N,"producer,editor,director"
nm0836759,Sibylle Stürmer,\N,\N,"director,writer,cinematographer"
nm0630113,Nico,1938,1988,"soundtrack,actress,composer"
nm0042106,Tina Aumont,1946,2006,actress
nm0099554,Christian Päffgen,1962,2023,actor
nm0099555,Edith Boulogne,\N,\N,actress
nm0644467,Susanne Ofteringer,1961,\N,"director,writer,camera_department"
nm0581578,Thomas Mertens,\N,\N,"producer,production_manager"
nm0685364,Annette Pisacane,\N,\N,"producer,actress,writer"
nm0442324,Judith Kaufmann,1962,\N,"cinematographer,camera_department,writer"
nm0718945,Katarzyna Remin,1958,\N,"cinematographer,camera_department,miscellaneous"
nm0356423,Michael D. Haller,\N,1998,"production_designer,art_director,actor"
nm0000197,Jack Nicholson,1937,\N,"actor,soundtrack,producer"
nm0001556,David Morse,1953,\N,"actor,producer,director"
nm0001378,Anjelica Huston,1951,\N,"actress,producer,director"
nm0000705,Robin Wright,1966,\N,"actress,producer,director"
nm0357464,David Hamburger,\N,\N,"writer,assistant_director,producer"
nm0006217,Jack Nitzsche,1937,2000,"soundtrack,composer,music_department"
nm0005936,Vilmos Zsigmond,1930,2016,"cinematographer,camera_department,actor"
nm0144203,Jay Cassidy,\N,\N,"editor,producer,camera_department"
nm0000285,Alec Baldwin,1958,\N,"actor,producer,soundtrack"
nm0330687,Joseph Gordon-Levitt,1981,\N,"actor,producer,soundtrack"
nm0001254,James Gandolfini,1961,2013,"actor,producer,soundtrack"
nm0001270,Brian Gibson,1944,2004,"director,producer,writer"
nm0205923,George Dawes Green,\N,\N,writer
nm0848217,Ted Tally,1952,\N,"writer,miscellaneous,actor"
nm0184620,Rob Cowan,\N,\N,"producer,assistant_director,writer"
nm0005563,Irwin Winkler,1931,\N,"producer,writer,director"
nm4846516,Hamid Reza Ashtianpou,\N,\N,production_designer
nm0595869,Aida Mohammadkhani,\N,\N,actress
nm0435760,Mohsen Kafili,\N,\N,actor
nm0649746,Fereshteh Sadre Orafaiy,\N,\N,"actress,miscellaneous,director"
nm0096941,Anna Borkowska,\N,\N,actress
nm0070159,Jafar Panahi,1960,\N,"director,editor,writer"
nm0452102,Abbas Kiarostami,1940,2016,"writer,director,editor"
nm0787526,Parviz Shahbazi,\N,\N,"writer,director,editor"
nm0563317,Kurosh Mazkouri,\N,\N,producer
nm0415272,Farzad Jadat,\N,\N,"cinematographer,camera_department"
nm0000412,Andy Garcia,1956,\N,"actor,producer,soundtrack"
nm0000686,Christopher Walken,1943,\N,"actor,soundtrack,producer"
nm0000502,Christopher Lloyd,1938,\N,"actor,soundtrack,producer"
nm0001235,William Forsythe,1955,\N,"actor,producer,soundtrack"
nm0001219,Gary Fleder,1965,\N,"producer,director,miscellaneous"
nm0003298,Scott Rosenberg,1963,\N,"producer,writer,actor"
nm0570462,Jonathan McHugh,\N,\N,"music_department,producer,actor"
nm0940531,Cary Woods,\N,\N,"producer,writer"
nm0823725,Willy Stassen,1948,\N,"cinematographer,camera_department"
nm0002168,Willeke van Ammelrooy,1944,\N,"actress,director,writer"
nm0213912,Jan Decleir,1946,\N,"actor,art_department"
nm0887675,Veerle van Overloop,\N,\N,actress
nm0234579,Els Dottermans,1964,\N,actress
nm0331296,Marleen Gorris,1948,\N,"director,writer,script_department"
nm0180168,Gerard Cornelisse,\N,\N,producer
nm0212355,Hans de Weers,\N,\N,"producer,production_manager,editorial_department"
nm0937770,Hans de Wolf,\N,\N,"producer,writer,script_department"
nm0782794,Ilona Sekacz,1948,\N,"composer,music_department,soundtrack"
nm0170666,Lionel Cole,\N,\N,"composer,soundtrack,music_department"
nm0293272,Al Freeman Jr.,1931,2012,"actor,director,writer"
nm0711118,Phylicia Rashad,1948,\N,"actress,soundtrack,producer"
nm0502442,Leon,\N,\N,"actor,producer,soundtrack"
nm0446780,Paula Kelly,1942,2020,"actress,soundtrack,miscellaneous"
nm0005347,Tim Reid,1944,\N,"actor,producer,writer"
nm0851492,Clifton L. Taulbert,\N,\N,"writer,producer"
nm0178294,Paul W. Cooper,\N,\N,"writer,script_department,miscellaneous"
nm0071929,Michael Bennett,\N,\N,"production_manager,producer,assistant_director"
nm0049436,Alexander Balanescu,1954,\N,"composer,music_department,soundtrack"
nm0753314,Mark Rylance,1960,\N,"actor,producer"
nm0000218,Kristin Scott Thomas,1960,\N,"actress,soundtrack,writer"
nm0000475,Patsy Kensit,1968,\N,"actress,soundtrack,composer"
nm0447305,Jeremy Kemp,1935,2019,"actor,soundtrack"
nm0351993,Philip Haas,1954,\N,"director,producer,writer"
nm0125706,A.S. Byatt,1936,2023,writer
nm0351911,Belinda Haas,\N,\N,"editor,writer,producer"
nm0379053,Joyce Herlihy,1921,2014,"production_manager,miscellaneous,producer"
nm0649715,Kerry Orent,\N,\N,"producer,production_manager,miscellaneous"
nm0485897,Rocky Lang,\N,\N,"producer,director,writer"
nm0000313,Jeff Bridges,1949,\N,"actor,soundtrack,producer"
nm0328751,Caroline Goodall,1959,\N,"actress,producer,writer"
nm0001698,John Savage,\N,\N,"actor,producer,soundtrack"
nm0937930,Scott Wolf,1968,\N,"actor,director,producer"
nm0000631,Ridley Scott,1937,\N,"producer,director,production_designer"
nm0317335,Charles Gieg Jr.,\N,\N,"writer,miscellaneous"
