id,original_language,overview,poster_path,revenue,budget,popularity
154,en,"It is the 23rd century. The Federation Starship U.S.S. Enterprise is on routine training maneuvers and Admiral James T. Kirk seems resigned to the fact that this inspection may well be the last space mission of his career. But Khan is back. Aided by his exiled band of genetic supermen, Khan - brilliant renegade of 20th century Earth - has raided Space Station Regula One, stolen a top secret device called Project Genesis, wrested control of another Federation Starship and sets out in pursuit of the Enterprise, determined to let nothing stand in the way of his mission: kill Admiral Kirk... even if it means universal Armageddon.",/uPyLsKl8Z0LOoxeaFXsY5MxhR5s.jpg,96800000,12000000,18.646
155,en,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",/qJ2tW6WMUDux911r6m7haRef0WH.jpg,1004558444,185000000,130.643
156,da,"The strange comedy film of two close brothers; one, Wilbur, who wants to kill himself, and the other, Harbour, who tries to prevent this. When their father dies leaving them his bookstore they meet a woman who makes their lives a bit better yet with a bit more trouble as well.",/bRrHJbr8kMb849IKBZ0RBk2Vmte.jpg,0,0,3.53
157,en,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,/yqEj0oPfKBMCz7YcCARHDgH7VFm.jpg,87000000,18000000,17.157
158,de,"Two young men, Martin and Rudi, both suffering from terminal cancer, get to know each other in a hospital room. They drown their desperation in tequila and decide to take one last trip to the sea. Drunk and still in pajamas they steal the first fancy car they find, a 60's Mercedes convertible. The car happens to belong to a bunch of gangsters, which immediately start to chase it, since it contains more than the pistol Martin finds in the glove box.",/dsY09zCxKDFjfV1oqXFJJpVrHdP.jpg,0,0,12.952
161,en,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg,450717150,85000000,39.17
162,en,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,/1RFIbuW9Z3eN9Oxw2KaQG5DfLmD.jpg,53000000,20000000,37.283
163,en,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",/Ad55M8newGWemFWCsMAkxO3fDwl.jpg,362744280,110000000,27.103
164,en,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",/79xm4gXw4l7A5D0XukUOJRocFYQ.jpg,9500000,2500000,21.54
165,en,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",/hQq8xZe5uLjFzSBt4LanNP7SQjl.jpg,332000000,40000000,30.516
166,fr,"A thirteen-year-old French girl deals with moving to a new city and school in Paris, while at the same time her parents are getting a divorce.",/9MWrgGzJ3eBemfAaOr9sof206CW.jpg,0,0,12.76
167,en,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",/zHkZBcZvB89CblAY6wViAK9Sryf.jpg,50315140,48000000,23.098
168,en,"It's the 23rd century, and a mysterious alien power is threatening Earth by evaporating the oceans and destroying the atmosphere. In a frantic attempt to save mankind, Kirk and his crew must time travel back to 1986 San Francisco where they find a world of punk, pizza and exact-change buses that are as alien as anything they've ever encountered in the far reaches of the galaxy. A thrilling, action-packed Star Trek adventure!",/xY5TzGXJOB3L9rhZ1MbbPyVlW5J.jpg,133000000,24000000,25.43
169,en,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,/mSta5O31rPUcZH98psx0cxLbPXd.jpg,57120318,35000000,41.389
170,en,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",/sQckQRt17VaWbo39GIu0TMOiszq.jpg,85720385,5000000,37.355
171,fr,A young French teenage girl after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.,/pbkccDoxH1H1VdqWcQYycZxHTIK.jpg,0,0,12.065
172,en,"The crew of the Federation starship Enterprise is called to Nimbus III, the Planet of Intergalactic Peace. They are to negotiate in a case of kidnapping only to find out that the kidnapper is a relative of Spock. This man is possessed by his life long search for the planet Sha Ka Ree which is supposed to be the source of all life. Together they begin to search for this mysterious planet.",/uiXr41VLYsuug3CZbFrKLSNahuZ.jpg,70200000,30000000,17.946
173,en,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",/heAEH85fdxEgV98LizHbQCL95iZ.jpg,28200000,5000000,20.578
174,en,"After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their deadliest encounter.",/tvTOJD7Gz668GLy2nNdLRQvpPsv.jpg,96900000,27000000,29.826
175,fr,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",/vbi56h6a1BGjnhq2RnUrcQZs2aV.jpg,0,14390509,17.654
176,en,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",/4da0TS3iQ1IzuyhDS8elgkmOfrN.jpg,103911669,1200000,174.783
177,en,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,/7WfXoh6bWHz2Wu5Bt9oT8QDDgiW.jpg,41895491,24000000,15.773
178,en,Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.,/kiV3KcjE0bVgfMwRG9HhRFG8Ggq.jpg,30156002,28000000,15.697
179,en,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",/wTidq3J9fh8sEOAlD8WZFHVLSuB.jpg,162944923,80000000,17.631
180,en,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg,358372926,102000000,30.06
182,en,An American journalist arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover.,/3LjHC2CWDkzoiPehf3GViujws0.jpg,5914908,32000000,8.357
183,en,"A boy and his brother run away from home and hitch cross-country, with help from a girl they meet, to compete in the ultimate video-game championship.",/dtgNNq3TBbpBX6RXHLt5gAMdwPV.jpg,14278900,6000000,10.462
184,en,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.",/ewbLUXvm4riZL0aepy90o0vMesn.jpg,39673162,12000000,22.8
185,en,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,26589000,2200000,38.323
186,en,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.",/x21s3p5wPww534nYj1cWakTcqz4.jpg,56308881,27000000,21.607
187,en,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",/i66G50wATMmPrvpP95f0XP6ZdVS.jpg,158733820,40000000,42.369
189,en,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,/rfjgJIOhJL9RpXe5xbadnXJ9Mt2.jpg,39407616,65000000,52.627
192,en,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",/2BuVu0j6v2kNY2gGxtO3sDGyob2.jpg,77200000,18000000,19.635
193,en,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,/rHsCYDGHFUarGh5k987b0EFU6kC.jpg,120000000,38000000,17.928
194,fr,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",/nSxDa3M9aMvGVLoItzWTepQ5h5d.jpg,173921954,10000000,42.494
